userid,college,status
danaVigor3478,North Park University,pending
danaVigor3478,Princeton University,pending
danaVigor3478,Florida Gulf Coast University,pending
reyAtiana5262,Missouri University of Science and Technology,accepted
reyAtiana5262,The University of Alabama,accepted
reyAtiana5262,Gettysburg College,pending
reyAtiana5262,Vassar College,accepted
reyAtiana5262,University of Maine,accepted
reyAtiana5262,Barnard College,denied
vivianneBlodgett9396,SUNY College of Environmental Science and Forestry,pending
vivianneBlodgett9396,Eastern Washington University,pending
vivianneBlodgett9396,St Bonaventure University,pending
vivianneBlodgett9396,University of Central Florida,pending
vivianneBlodgett9396,Clarkson University,pending
vivianneBlodgett9396,Moravian College,wait-listed
vivianneBlodgett9396,University of San Diego,pending
vivianneBlodgett9396,Kennesaw State University,wait-listed
vivianneBlodgett9396,University of Massachusetts-Amherst,pending
vivianneBlodgett9396,Hope College,accepted
vivianneBlodgett9396,New York University,pending
vivianneBlodgett9396,Washington & Jefferson College,pending
vivianneBlodgett9396,Franklin and Marshall College,pending
vivianneBlodgett9396,Iona College,pending
vivianneBlodgett9396,Gettysburg College,wait-listed
josefinaPaluas9988,Kennesaw State University,pending
josefinaPaluas9988,Texas Tech University,accepted
josefinaPaluas9988,University of Delaware,pending
josefinaPaluas9988,Gettysburg College,accepted
phillieGrunberg5927,Mississippi State University,pending
phillieGrunberg5927,Salve Regina University,pending
phillieGrunberg5927,Kalamazoo College,pending
phillieGrunberg5927,Stony Brook University,denied
phillieGrunberg5927,Colorado College,denied
phillieGrunberg5927,Roger Williams University,accepted
phillieGrunberg5927,Colgate University,pending
phillieGrunberg5927,Fordham University,accepted
maggeeFast8337,Northwestern University,pending
maggeeFast8337,University of California-Santa Barbara,pending
maggeeFast8337,University of Maine,accepted
maggeeFast8337,SUNY College of Environmental Science and Forestry,accepted
maggeeFast8337,Massachusetts Institute of Technology,pending
maggeeFast8337,Hope College,pending
maggeeFast8337,Drexel University,wait-listed
maggeeFast8337,University of Central Florida,pending
maggeeFast8337,Barnard College,denied
maggeeFast8337,Suffolk University,pending
maggeeFast8337,Illinois College,pending
maggeeFast8337,Utah State University,accepted
maggeeFast8337,University of Delaware,pending
maggeeFast8337,Moravian College,accepted
maggeeFast8337,Kalamazoo College,accepted
maggeeFast8337,Clarkson University,pending
maggeeFast8337,Rice University,pending
maggeeFast8337,University of California-Santa Cruz,denied
anetteCocks9560,University of Arizona,wait-listed
anetteCocks9560,University of Maine,pending
anetteCocks9560,University of California-Santa Cruz,accepted
anetteCocks9560,Gettysburg College,pending
anetteCocks9560,The University of Alabama,denied
anetteCocks9560,University of Richmond,denied
anetteCocks9560,Central Connecticut State University,pending
anetteCocks9560,Saint Louis University,pending
anetteCocks9560,Smith College,pending
anetteCocks9560,Campbell University,accepted
anetteCocks9560,Iona College,pending
anetteCocks9560,Texas Tech University,denied
anetteCocks9560,Massachusetts Institute of Technology,denied
anetteCocks9560,University of California-Santa Barbara,denied
anetteCocks9560,Indiana University-Bloomington,accepted
anetteCocks9560,SUNY College of Environmental Science and Forestry,accepted
anetteCocks9560,Moravian College,pending
jessalynCatima1597,Nova Southeastern University,wait-listed
jessalynCatima1597,The College of Saint Scholastica,pending
jessalynCatima1597,Drake University,pending
jessalynCatima1597,California State University-East Bay,accepted
jessalynCatima1597,Transylvania University,accepted
jessalynCatima1597,University of Houston,accepted
jessalynCatima1597,Manhattan College,pending
jessalynCatima1597,Providence College,pending
jessalynCatima1597,Westmont College,accepted
jessalynCatima1597,University of Delaware,wait-listed
jessalynCatima1597,Drexel University,accepted
jessalynCatima1597,Princeton University,denied
jessalynCatima1597,Campbell University,pending
jessalynCatima1597,The University of Montana,pending
jessalynCatima1597,William Jewell College,pending
jessalynCatima1597,New Jersey Institute of Technology,pending
jessalynCatima1597,University of Nevada-Reno,accepted
maryanneTiemroth6585,Wagner College,accepted
maryanneTiemroth6585,Berry College,pending
maryanneTiemroth6585,Gettysburg College,accepted
maryanneTiemroth6585,The College of Wooster,wait-listed
meridelSibie4893,University of Central Florida,denied
meridelSibie4893,Mississippi State University,pending
lidiaOlympias2940,The University of Alabama,pending
lidiaOlympias2940,School of the Art Institute of Chicago,wait-listed
lidiaOlympias2940,University of Arizona,accepted
lidiaOlympias2940,Rochester Institute of Technology,pending
lidiaOlympias2940,DePauw University,accepted
deloraJeavons5171,Providence College,denied
deloraJeavons5171,Northwestern University,denied
deloraJeavons5171,Clarkson University,denied
deloraJeavons5171,University of California-Santa Cruz,accepted
deloraJeavons5171,Mount Holyoke College,denied
deloraJeavons5171,Utah State University,accepted
margiTenner5982,Smith College,pending
margiTenner5982,Westmont College,accepted
margiTenner5982,Campbell University,accepted
margiTenner5982,Hendrix College,pending
margiTenner5982,California State University-East Bay,accepted
hettyCarver9844,Temple University,pending
melamieRow9723,Barnard College,accepted
melamieRow9723,Samford University,wait-listed
melamieRow9723,Wagner College,pending
melamieRow9723,University of Nevada-Las Vegas,pending
melamieRow9723,University of Delaware,pending
melamieRow9723,Idaho State University,wait-listed
melamieRow9723,Lawrence Technological University,accepted
melamieRow9723,Campbell University,pending
melamieRow9723,University of Kentucky,wait-listed
melamieRow9723,Central Connecticut State University,pending
melamieRow9723,University of California-Davis,pending
melamieRow9723,Fordham University,accepted
melamieRow9723,Gettysburg College,pending
melamieRow9723,Texas Tech University,accepted
hindaCam6077,University of Illinois at Chicago,accepted
hindaCam6077,Clarkson University,accepted
hindaCam6077,Rice University,pending
karlyPrudie2485,University of Massachusetts-Amherst,accepted
karlyPrudie2485,California State University-Monterey Bay,accepted
karlyPrudie2485,Merrimack College,pending
karlyPrudie2485,Nova Southeastern University,pending
karlyPrudie2485,Stevenson University,wait-listed
karlyPrudie2485,Idaho State University,pending
karlyPrudie2485,Colorado College,accepted
karlyPrudie2485,University of Illinois at Chicago,pending
karlyPrudie2485,Florida Gulf Coast University,accepted
karlyPrudie2485,Rice University,denied
karlyPrudie2485,University of Arkansas,pending
karlyPrudie2485,Reed College,denied
karlyPrudie2485,Wagner College,pending
laurenId1889,Drexel University,pending
laurenId1889,Missouri University of Science and Technology,accepted
laurenId1889,Temple University,pending
laurenId1889,Berry College,pending
laurenId1889,Moravian College,accepted
laurenId1889,San Diego State University,pending
laurenId1889,University of Central Florida,accepted
laurenId1889,Mount Holyoke College,pending
laurenId1889,University of California-Davis,pending
laurenId1889,Central Connecticut State University,accepted
laurenId1889,Hendrix College,accepted
laurenId1889,Rice University,denied
laurenId1889,Saint Louis University,pending
laurenId1889,Gannon University,pending
elaineRosanne3163,Salve Regina University,pending
elaineRosanne3163,University of Arkansas,pending
elaineRosanne3163,Washington & Jefferson College,pending
elaineRosanne3163,California State University-Monterey Bay,pending
elaineRosanne3163,Berry College,accepted
elaineRosanne3163,American University,pending
elaineRosanne3163,Northwestern University,pending
elaineRosanne3163,University of San Diego,pending
elaineRosanne3163,Moravian College,accepted
elaineRosanne3163,University of Nevada-Las Vegas,pending
elaineRosanne3163,Vassar College,denied
elaineRosanne3163,Mount Holyoke College,wait-listed
elaineRosanne3163,Fordham University,pending
elaineRosanne3163,University of Utah,pending
elaineRosanne3163,Eastern Illinois University,pending
elaineRosanne3163,Hendrix College,accepted
gabbieAshti6116,California State University-Monterey Bay,pending
gabbieAshti6116,Rider University,pending
gabbieAshti6116,Colorado College,accepted
gabbieAshti6116,Gettysburg College,pending
gabbieAshti6116,Carnegie Mellon University,accepted
gabbieAshti6116,Missouri University of Science and Technology,pending
gabbieAshti6116,Nova Southeastern University,pending
gabbieAshti6116,University of Nevada-Las Vegas,accepted
gabbieAshti6116,University of Arizona,pending
gabbieAshti6116,John Carroll University,pending
gabbieAshti6116,Utah State University,accepted
gabbieAshti6116,University of Houston,accepted
gabbieAshti6116,University of San Diego,accepted
gabbieAshti6116,Siena College,pending
gabbieAshti6116,Mississippi State University,pending
gabbieAshti6116,Drexel University,pending
gabbieAshti6116,Vassar College,pending
toreyCathlene5729,University of Hartford,wait-listed
briettaPytlik9532,Fordham University,wait-listed
briettaPytlik9532,School of the Art Institute of Chicago,pending
briettaPytlik9532,SUNY College of Environmental Science and Forestry,denied
briettaPytlik9532,Siena College,denied
briettaPytlik9532,The University of Montana,accepted
briettaPytlik9532,University of Massachusetts-Amherst,pending
briettaPytlik9532,University of Central Florida,pending
briettaPytlik9532,Stevenson University,denied
briettaPytlik9532,Samford University,pending
briettaPytlik9532,New Jersey Institute of Technology,accepted
briettaPytlik9532,Roger Williams University,pending
leylaAmaleta2830,Central Connecticut State University,pending
leylaAmaleta2830,Indiana University-Bloomington,accepted
leylaAmaleta2830,University of Kentucky,pending
leylaAmaleta2830,Eastern Washington University,pending
leylaAmaleta2830,New York University,denied
leylaAmaleta2830,Idaho State University,pending
leylaAmaleta2830,New Jersey Institute of Technology,accepted
leylaAmaleta2830,Washington & Jefferson College,denied
leylaAmaleta2830,Carnegie Mellon University,pending
leylaAmaleta2830,North Park University,pending
leylaAmaleta2830,San Diego State University,pending
leylaAmaleta2830,School of the Art Institute of Chicago,accepted
crissieKwei7942,Massachusetts Institute of Technology,denied
crissieKwei7942,Centre College,wait-listed
crissieKwei7942,Hendrix College,accepted
crissieKwei7942,Texas Christian University,denied
crissieKwei7942,DePauw University,pending
crissieKwei7942,Manhattan College,pending
crissieKwei7942,Stony Brook University,pending
crissieKwei7942,Roger Williams University,accepted
crissieKwei7942,Samford University,accepted
geriRolando6334,Northwestern University,denied
geriRolando6334,The University of Montana,accepted
geriRolando6334,Siena College,accepted
geriRolando6334,Kalamazoo College,pending
geriRolando6334,Hendrix College,wait-listed
geriRolando6334,Manhattan College,pending
geriRolando6334,University of Hartford,accepted
geriRolando6334,Colorado College,pending
geriRolando6334,Idaho State University,accepted
geriRolando6334,Hope College,accepted
geriRolando6334,Rochester Institute of Technology,pending
geriRolando6334,University of Utah,pending
maggeeBinky3574,University of Nevada-Reno,pending
maggeeBinky3574,Eastern Washington University,pending
maggeeBinky3574,Mercer University,accepted
maggeeBinky3574,Stevenson University,pending
maggeeBinky3574,Drexel University,accepted
maggeeBinky3574,Berry College,pending
maggeeBinky3574,SUNY College of Environmental Science and Forestry,accepted
maggeeBinky3574,Hendrix College,pending
maggeeBinky3574,Mississippi State University,accepted
maggeeBinky3574,University of Central Florida,pending
maggeeBinky3574,California State University-Monterey Bay,accepted
maggeeBinky3574,University of California-Santa Barbara,pending
maggeeBinky3574,Saint Louis University,pending
maggeeBinky3574,University of Illinois at Chicago,pending
maggeeBinky3574,Gannon University,pending
meaganLehet5080,The University of Montana,pending
maireGarrity7214,Mississippi State University,accepted
maireGarrity7214,Eastern Illinois University,pending
maireGarrity7214,University of Houston,pending
lanaCummine1733,Eastern Washington University,accepted
lanaCummine1733,Smith College,pending
lanaCummine1733,Rochester Institute of Technology,pending
ashlaArondel635,Barnard College,wait-listed
ashlaArondel635,Hope College,pending
ashlaArondel635,Stevenson University,accepted
pennieMartelle9505,Central Connecticut State University,pending
pennieMartelle9505,Moravian College,accepted
pennieMartelle9505,Mercer University,wait-listed
pennieMartelle9505,University of California-Santa Barbara,pending
pennieMartelle9505,American University,denied
pennieMartelle9505,University of Arizona,accepted
pennieMartelle9505,Northwestern University,denied
pennieMartelle9505,University of Arkansas,wait-listed
pennieMartelle9505,Gordon College,accepted
pennieMartelle9505,Utah State University,accepted
pennieMartelle9505,Merrimack College,accepted
pennieMartelle9505,University of San Diego,pending
pennieMartelle9505,Clarkson University,accepted
pennieMartelle9505,University of Nevada-Reno,pending
pennieMartelle9505,California State University-Monterey Bay,pending
pennieMartelle9505,Washington & Jefferson College,accepted
pennieMartelle9505,John Carroll University,pending
georgiannaCrutcher3030,Gettysburg College,denied
georgiannaCrutcher3030,Transylvania University,pending
georgiannaCrutcher3030,Eastern Illinois University,denied
georgiannaCrutcher3030,Merrimack College,accepted
georgiannaCrutcher3030,SUNY College of Environmental Science and Forestry,pending
grayceEno1325,Indiana University-Bloomington,pending
grayceEno1325,Franklin and Marshall College,pending
grayceEno1325,The College of Wooster,pending
grayceEno1325,Fordham University,accepted
devinneCheney4534,University of Richmond,denied
devinneCheney4534,The College of Wooster,wait-listed
devinneCheney4534,Transylvania University,accepted
devinneCheney4534,Carnegie Mellon University,pending
devinneCheney4534,Suffolk University,accepted
devinneCheney4534,Kennesaw State University,denied
devinneCheney4534,University of Arkansas,pending
devinneCheney4534,Williams College,pending
lannaDanais8,Campbell University,wait-listed
lannaDanais8,Eastern Illinois University,wait-listed
lannaDanais8,California State University-Fresno,pending
lannaDanais8,Clarkson University,pending
lannaDanais8,Temple University,accepted
stormiMuir4420,Utah State University,pending
stormiMuir4420,University of Delaware,accepted
stormiMuir4420,University of California-Santa Barbara,denied
stormiMuir4420,DePauw University,accepted
stormiMuir4420,University of Arkansas,pending
stormiMuir4420,University of Kentucky,accepted
stormiMuir4420,Stevenson University,pending
stormiMuir4420,John Carroll University,accepted
stormiMuir4420,University of Nevada-Las Vegas,accepted
stormiMuir4420,Smith College,pending
stormiMuir4420,DePaul University,pending
stormiMuir4420,University of Alabama at Birmingham,accepted
stormiMuir4420,Fordham University,pending
stormiMuir4420,Rider University,accepted
stormiMuir4420,The College of Saint Scholastica,pending
stormiMuir4420,Clarkson University,pending
stormiMuir4420,California State University-East Bay,wait-listed
stormiMuir4420,Kalamazoo College,accepted
demetraJacqui2478,Samford University,pending
demetraJacqui2478,University of Richmond,wait-listed
demetraJacqui2478,California State University-Fresno,accepted
demetraJacqui2478,Merrimack College,pending
demetraJacqui2478,University of California-Santa Cruz,pending
penNorvell8298,William Jewell College,denied
penNorvell8298,Princeton University,pending
penNorvell8298,University of Massachusetts-Amherst,pending
penNorvell8298,Missouri University of Science and Technology,pending
penNorvell8298,University of Central Florida,accepted
penNorvell8298,University of California-Davis,pending
penNorvell8298,North Park University,pending
penNorvell8298,Texas Tech University,pending
penNorvell8298,New York University,pending
penNorvell8298,Iona College,pending
penNorvell8298,Illinois College,accepted
penNorvell8298,The College of Wooster,pending
penNorvell8298,University of California-Santa Cruz,pending
penNorvell8298,Rochester Institute of Technology,denied
penNorvell8298,Clarkson University,pending
penNorvell8298,Merrimack College,pending
penNorvell8298,St Bonaventure University,pending
penNorvell8298,University of San Diego,denied
corendaSidon1484,Kalamazoo College,accepted
corendaSidon1484,Franklin and Marshall College,denied
corendaSidon1484,Texas Tech University,wait-listed
corendaSidon1484,The University of Alabama,pending
paulettaArchibald8864,Mercer University,pending
paulettaArchibald8864,Gettysburg College,accepted
paulettaArchibald8864,North Park University,accepted
paulettaArchibald8864,John Carroll University,wait-listed
paulettaArchibald8864,Westmont College,accepted
elinorMilano3247,University of Central Florida,denied
elinorMilano3247,Fordham University,pending
elinorMilano3247,Providence College,denied
elinorMilano3247,New York University,denied
elinorMilano3247,Lawrence Technological University,pending
elinorMilano3247,University of Nevada-Reno,pending
elinorMilano3247,University of California-Davis,pending
elinorMilano3247,Transylvania University,wait-listed
elinorMilano3247,Mount Holyoke College,pending
elinorMilano3247,Florida Gulf Coast University,wait-listed
elinorMilano3247,Drexel University,pending
elinorMilano3247,California State University-Fresno,denied
elinorMilano3247,Siena College,accepted
elinorMilano3247,Iona College,pending
elinorMilano3247,Texas Christian University,pending
elinorMilano3247,Utah State University,accepted
elinorMilano3247,Indiana University-Bloomington,pending
elinorMilano3247,Suffolk University,pending
merrileJaddan5746,Wagner College,pending
merrileJaddan5746,Kennesaw State University,accepted
merrileJaddan5746,California State University-Monterey Bay,pending
phaidraAlisan6165,Barnard College,pending
phaidraAlisan6165,Wagner College,accepted
phaidraAlisan6165,Colgate University,wait-listed
phaidraAlisan6165,University of Nevada-Las Vegas,pending
phaidraAlisan6165,Mercer University,accepted
phaidraAlisan6165,Eastern Illinois University,denied
phaidraAlisan6165,University of Massachusetts-Amherst,denied
phaidraAlisan6165,California State University-Monterey Bay,denied
phaidraAlisan6165,Siena College,wait-listed
phaidraAlisan6165,Florida Gulf Coast University,pending
phaidraAlisan6165,Salve Regina University,wait-listed
romondaDragelin6670,Merrimack College,accepted
romondaDragelin6670,Rider University,accepted
romondaDragelin6670,Gettysburg College,denied
romondaDragelin6670,Hendrix College,accepted
romondaDragelin6670,Iona College,pending
romondaDragelin6670,Temple University,denied
romondaDragelin6670,Reed College,denied
romondaDragelin6670,William Jewell College,pending
romondaDragelin6670,Gannon University,accepted
romondaDragelin6670,University of California-Santa Barbara,accepted
romondaDragelin6670,Mount Holyoke College,pending
romondaDragelin6670,University of Maine,pending
romondaDragelin6670,School of the Art Institute of Chicago,accepted
romondaDragelin6670,Carnegie Mellon University,accepted
romondaDragelin6670,California State University-Fresno,pending
romondaDragelin6670,North Park University,wait-listed
chelseaBakki8573,Barnard College,denied
chelseaBakki8573,Siena College,pending
chelseaBakki8573,University of California-Davis,pending
chelseaBakki8573,The College of Wooster,denied
chelseaBakki8573,Reed College,pending
chelseaBakki8573,University of Richmond,pending
chelseaBakki8573,Washington & Jefferson College,denied
chelseaBakki8573,Florida Gulf Coast University,wait-listed
chelseaBakki8573,Westmont College,accepted
chelseaBakki8573,Princeton University,pending
chelseaBakki8573,Providence College,denied
chelseaBakki8573,School of the Art Institute of Chicago,accepted
chelseaBakki8573,Wagner College,accepted
chelseaBakki8573,Hope College,wait-listed
chelseaBakki8573,Gettysburg College,denied
chelseaBakki8573,Texas Christian University,wait-listed
chelseaBakki8573,University of Houston,pending
chelseaBakki8573,University of Nevada-Las Vegas,pending
chelseaBakki8573,University of Maine,accepted
teresinaDoggett2472,Drexel University,pending
teresinaDoggett2472,Rice University,denied
teresinaDoggett2472,North Park University,accepted
teresinaDoggett2472,Hope College,accepted
teresinaDoggett2472,University of Nevada-Reno,wait-listed
hettieKlein9194,Central Connecticut State University,pending
hettieKlein9194,Stony Brook University,denied
hettieKlein9194,St Bonaventure University,accepted
hettieKlein9194,School of the Art Institute of Chicago,accepted
hettieKlein9194,DePauw University,pending
hettieKlein9194,Florida Gulf Coast University,wait-listed
hettieKlein9194,University of Arizona,pending
hettieKlein9194,Princeton University,denied
hettieKlein9194,Berry College,accepted
hettieKlein9194,Campbell University,accepted
hettieKlein9194,Vassar College,denied
hettieKlein9194,Hendrix College,accepted
hettieKlein9194,Providence College,accepted
hettieKlein9194,Barnard College,pending
hettieKlein9194,Gannon University,accepted
hettieKlein9194,Centre College,pending
elfridaManvil3617,Barnard College,pending
lesyaEsta9318,University of Utah,pending
lesyaEsta9318,Smith College,wait-listed
lesyaEsta9318,San Diego State University,denied
lesyaEsta9318,The College of Saint Scholastica,pending
lesyaEsta9318,Transylvania University,pending
lesyaEsta9318,Texas Christian University,pending
sheila-kathrynLong2825,University of California-Santa Cruz,accepted
sheila-kathrynLong2825,Stony Brook University,accepted
sheila-kathrynLong2825,University of Maine,accepted
cybillFlaherty3637,Illinois College,pending
cybillFlaherty3637,Temple University,accepted
cybillFlaherty3637,University of California-Davis,accepted
cybillFlaherty3637,Colorado College,pending
cybillFlaherty3637,Mercer University,accepted
cybillFlaherty3637,University of Central Florida,accepted
cybillFlaherty3637,Florida Gulf Coast University,pending
cybillFlaherty3637,Lawrence Technological University,pending
cybillFlaherty3637,Rochester Institute of Technology,accepted
cybillFlaherty3637,Rice University,pending
cybillFlaherty3637,University of Houston,accepted
cybillFlaherty3637,Indiana University-Bloomington,accepted
cybillFlaherty3637,The University of Montana,pending
cybillFlaherty3637,Suffolk University,accepted
cybillFlaherty3637,St Bonaventure University,pending
cybillFlaherty3637,Texas Christian University,accepted
cybillFlaherty3637,Washington & Jefferson College,wait-listed
cybillFlaherty3637,Providence College,accepted
cybillFlaherty3637,Missouri University of Science and Technology,pending
nicholViv1849,Eastern Washington University,wait-listed
nicholViv1849,Illinois College,pending
nicholViv1849,Hendrix College,pending
nicholViv1849,Fordham University,pending
nicholViv1849,New Jersey Institute of Technology,pending
nicholViv1849,Wagner College,wait-listed
eileenGerick2395,DePaul University,wait-listed
eileenGerick2395,Hendrix College,accepted
eileenGerick2395,University of Hartford,pending
eileenGerick2395,Princeton University,pending
eileenGerick2395,Siena College,pending
eileenGerick2395,Eastern Washington University,accepted
pearlaKamilah7794,Temple University,pending
pearlaKamilah7794,William Jewell College,pending
pearlaKamilah7794,Manhattan College,accepted
pearlaKamilah7794,Hendrix College,accepted
pearlaKamilah7794,Samford University,pending
pearlaKamilah7794,Fordham University,pending
pearlaKamilah7794,Stevenson University,accepted
pearlaKamilah7794,University of Illinois at Chicago,accepted
julissaUlda497,Texas Tech University,pending
julissaUlda497,Suffolk University,accepted
julissaUlda497,Eastern Illinois University,pending
julissaUlda497,Saint Louis University,denied
julissaUlda497,Drake University,pending
julissaUlda497,Transylvania University,accepted
julissaUlda497,Stevenson University,accepted
julissaUlda497,Gannon University,pending
olympeMarlee3829,Vassar College,wait-listed
olympeMarlee3829,Merrimack College,wait-listed
olympeMarlee3829,The College of Wooster,wait-listed
olympeMarlee3829,Rice University,denied
olympeMarlee3829,University of Illinois at Chicago,wait-listed
olympeMarlee3829,John Carroll University,accepted
olympeMarlee3829,Kalamazoo College,wait-listed
olympeMarlee3829,Stevenson University,accepted
olympeMarlee3829,Smith College,pending
olympeMarlee3829,Moravian College,accepted
olympeMarlee3829,Washington & Jefferson College,pending
olympeMarlee3829,Clarkson University,pending
olympeMarlee3829,Carnegie Mellon University,denied
doralynKreit6970,DePaul University,pending
doralynKreit6970,Eastern Washington University,wait-listed
doralynKreit6970,Iona College,accepted
doralynKreit6970,DePauw University,pending
doralynKreit6970,Campbell University,pending
doralynKreit6970,Mercer University,pending
doralynKreit6970,University of Nevada-Reno,wait-listed
ninnettaHild8408,Wagner College,wait-listed
ninnettaHild8408,Indiana University-Bloomington,accepted
kailaEmelin1145,Centre College,accepted
shelliFran5427,University of Kentucky,pending
shelliFran5427,John Carroll University,wait-listed
shelliFran5427,University of Maine,pending
shelliFran5427,Merrimack College,accepted
shelliFran5427,Providence College,denied
margitBenedetta2286,Washington & Jefferson College,accepted
margitBenedetta2286,William Jewell College,accepted
margitBenedetta2286,Colorado College,pending
margitBenedetta2286,University of Arizona,accepted
margitBenedetta2286,SUNY College of Environmental Science and Forestry,pending
marianaNorry3243,Utah State University,pending
daniJeminah7597,University of California-Santa Barbara,pending
daniJeminah7597,California State University-Monterey Bay,denied
daniJeminah7597,University of Nevada-Las Vegas,accepted
daniJeminah7597,Manhattan College,pending
daniJeminah7597,The University of Alabama,denied
daniJeminah7597,Saint Louis University,denied
eileenRiki7282,Gannon University,accepted
eileenRiki7282,Clarkson University,pending
eileenRiki7282,Drexel University,pending
eileenRiki7282,Princeton University,pending
eileenRiki7282,The College of Saint Scholastica,pending
eileenRiki7282,Roger Williams University,accepted
eileenRiki7282,Merrimack College,pending
eileenRiki7282,Wagner College,accepted
eileenRiki7282,University of Kentucky,pending
eileenRiki7282,San Diego State University,pending
eileenRiki7282,Rider University,pending
eileenRiki7282,Missouri University of Science and Technology,pending
eileenRiki7282,Barnard College,denied
eileenRiki7282,University of Delaware,pending
tanaMorgenthaler7158,Missouri University of Science and Technology,pending
tanaMorgenthaler7158,Colorado College,pending
tanaMorgenthaler7158,University of Utah,pending
tanaMorgenthaler7158,University of Nevada-Las Vegas,accepted
tanaMorgenthaler7158,Kalamazoo College,accepted
tanaMorgenthaler7158,Manhattan College,wait-listed
tanaMorgenthaler7158,Centre College,pending
tanaMorgenthaler7158,Gannon University,accepted
demetriaDhruv4982,North Park University,pending
demetriaDhruv4982,New York University,denied
demetriaDhruv4982,Illinois College,pending
demetriaDhruv4982,Reed College,denied
demetriaDhruv4982,Franklin and Marshall College,pending
catrinaDickerson7898,North Park University,wait-listed
catrinaDickerson7898,Texas Christian University,pending
catrinaDickerson7898,Transylvania University,accepted
catrinaDickerson7898,Wagner College,pending
catrinaDickerson7898,DePaul University,pending
catrinaDickerson7898,Siena College,pending
catrinaDickerson7898,Suffolk University,accepted
catrinaDickerson7898,American University,wait-listed
catrinaDickerson7898,Rice University,denied
catrinaDickerson7898,Kalamazoo College,pending
catrinaDickerson7898,Rider University,denied
catrinaDickerson7898,St Bonaventure University,pending
millisentHettie7602,Massachusetts Institute of Technology,pending
brandeSturges4971,Providence College,accepted
brandeSturges4971,Rider University,accepted
brandeSturges4971,Roger Williams University,pending
brandeSturges4971,Stevenson University,accepted
brandeSturges4971,SUNY College of Environmental Science and Forestry,pending
brandeSturges4971,California State University-Monterey Bay,accepted
brandeSturges4971,The University of Montana,pending
manyaRafi595,University of Central Florida,pending
manyaRafi595,Lawrence Technological University,pending
manyaRafi595,Missouri University of Science and Technology,accepted
manyaRafi595,Eastern Washington University,accepted
manyaRafi595,California State University-Monterey Bay,pending
manyaRafi595,School of the Art Institute of Chicago,denied
manyaRafi595,Princeton University,pending
manyaRafi595,University of California-Santa Barbara,pending
manyaRafi595,Salve Regina University,pending
manyaRafi595,University of Illinois at Chicago,pending
manyaRafi595,Colgate University,denied
manyaRafi595,Temple University,accepted
manyaRafi595,Suffolk University,pending
manyaRafi595,Kalamazoo College,wait-listed
manyaRafi595,Rice University,denied
manyaRafi595,Texas Tech University,pending
faustinaMason2212,Rice University,denied
faustinaMason2212,John Carroll University,pending
faustinaMason2212,American University,denied
faustinaMason2212,Campbell University,accepted
faustinaMason2212,North Park University,pending
faustinaMason2212,SUNY College of Environmental Science and Forestry,pending
faustinaMason2212,Kalamazoo College,accepted
faustinaMason2212,Iona College,wait-listed
faustinaMason2212,Berry College,pending
faustinaMason2212,Westmont College,wait-listed
faustinaMason2212,Vassar College,denied
faustinaMason2212,Carnegie Mellon University,pending
faustinaMason2212,Mercer University,pending
faustinaMason2212,Illinois College,pending
faustinaMason2212,Hope College,pending
faustinaMason2212,Drexel University,accepted
faustinaMason2212,Drake University,pending
faustinaMason2212,University of Nevada-Reno,pending
faustinaMason2212,Franklin and Marshall College,pending
cristinHowlond3589,Centre College,pending
cristinHowlond3589,The University of Montana,pending
cristinHowlond3589,University of Nevada-Reno,wait-listed
cristinHowlond3589,Stony Brook University,pending
cristinHowlond3589,Texas Christian University,accepted
cristinHowlond3589,University of Utah,pending
cristinHowlond3589,Kennesaw State University,pending
cristinHowlond3589,Rice University,pending
cristinHowlond3589,California State University-Fresno,pending
erinnaAbixah2096,University of California-Davis,pending
erinnaAbixah2096,Manhattan College,pending
brennGuntar3642,DePaul University,accepted
brennGuntar3642,Merrimack College,accepted
brennGuntar3642,University of California-Santa Cruz,wait-listed
brennGuntar3642,Providence College,pending
brennGuntar3642,Campbell University,pending
brennGuntar3642,Stevenson University,accepted
barbara-anneFilide6693,Franklin and Marshall College,accepted
barbara-anneFilide6693,California State University-Fresno,accepted
barbara-anneFilide6693,Illinois College,accepted
barbara-anneFilide6693,Saint Louis University,denied
barbara-anneFilide6693,Rider University,accepted
barbara-anneFilide6693,University of Hartford,pending
barbara-anneFilide6693,Hendrix College,pending
barbara-anneFilide6693,New Jersey Institute of Technology,accepted
barbara-anneFilide6693,Berry College,wait-listed
flossieLarentia2982,California State University-Monterey Bay,accepted
flossieLarentia2982,St Bonaventure University,pending
glenineFriedrich164,Barnard College,pending
glenineFriedrich164,Drake University,pending
glenineFriedrich164,Rice University,denied
glenineFriedrich164,Eastern Illinois University,denied
glenineFriedrich164,Centre College,pending
glenineFriedrich164,American University,pending
glenineFriedrich164,University of Nevada-Las Vegas,accepted
moreenLean7612,Mississippi State University,pending
moreenLean7612,DePauw University,wait-listed
moreenLean7612,Stony Brook University,denied
moreenLean7612,Barnard College,pending
nikanikiDoi9913,University of Massachusetts-Amherst,accepted
nikanikiDoi9913,Kalamazoo College,pending
nikanikiDoi9913,Central Connecticut State University,pending
nikanikiDoi9913,Transylvania University,pending
nikanikiDoi9913,Merrimack College,pending
nikanikiDoi9913,University of Central Florida,pending
nikanikiDoi9913,Nova Southeastern University,pending
nikanikiDoi9913,Rice University,denied
